number,incident_state,made_sla,opened_at,impact,urgency,priority,knowledge,resolved_at,closed_at,vendor,product,country
INC0007290,Closed,False,15/3/2016 13:12,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 13:17,24/3/2016 19:01,Sapphire,BlueTang,Ukraine
INC0013313,Active,True,31/3/2016 08:02,2 - Medium,2 - Medium,3 - Moderate,False,5/9/2016 16:41,10/9/2016 17:00,Ruby,Shrimp,Colombia
INC0027849,Active,True,10/5/2016 11:12,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 11:33,15/5/2016 12:07,Emerald,Frog,Switzerland
INC0028402,Awaiting User Info,True,11/5/2016 12:20,2 - Medium,2 - Medium,3 - Moderate,False,13/5/2016 11:26,18/5/2016 12:07,Emerald,Boa,Argentina
INC0003604,Active,True,7/3/2016 14:10,2 - Medium,2 - Medium,3 - Moderate,True,1/4/2016 12:21,6/4/2016 12:59,Ruby,Ant,Colombia
INC0005911,Active,True,11/3/2016 11:07,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 17:42,26/3/2016 17:59,Ruby,LadyBug,Ireland
INC0003802,Resolved,True,7/3/2016 17:22,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 11:34,24/3/2016 18:41,Ruby,Shrimp,Morocco
INC0013455,Awaiting User Info,True,31/3/2016 10:57,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 16:12,17/4/2016 17:07,Emerald,Turtle,Germany
INC0004141,Active,True,8/3/2016 10:48,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 11:43,24/3/2016 18:41,Sapphire,Peacock,France
INC0019452,Active,True,15/4/2016 08:23,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 09:13,20/4/2016 10:07,Emerald,Frog,Peru
INC0016656,Awaiting User Info,True,7/4/2016 16:01,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 15:38,30/4/2016 16:07,Sapphire,Glaucus,Belgium
INC0014097,New,True,1/4/2016 13:23,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 11:44,11/4/2016 11:59,Emerald,Turtle,Switzerland
INC0025118,Closed,True,2/5/2016 17:56,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 14:19,9/5/2016 15:07,Sapphire,BlueJay,Denmark
INC0007754,Closed,True,16/3/2016 11:58,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 14:22,24/3/2016 19:01,Sapphire,Glaucus,Bolivia
INC0025458,New,True,3/5/2016 14:13,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 14:18,8/5/2016 15:07,Emerald,Turtle,Japan
INC0011250,Resolved,True,24/3/2016 17:02,1 - High,1 - High,1 - Critical,False,30/3/2016 11:41,4/4/2016 11:59,Ruby,LadyBug,Australia
INC0004908,Resolved,True,9/3/2016 13:42,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 14:49,24/3/2016 19:00,Sapphire,Peacock,Egypt
INC0019839,New,True,15/4/2016 14:44,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 17:46,23/4/2016 18:07,Emerald,Frog,Sweden
INC0013958,Active,True,1/4/2016 10:17,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 10:25,9/4/2016 10:59,Sapphire,BlueTang,Chile
INC0008661,Awaiting User Info,True,18/3/2016 10:14,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 13:43,27/3/2016 13:59,Ruby,LadyBug,Canada
INC0006934,Active,True,14/3/2016 18:05,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 10:30,24/3/2016 19:00,Emerald,Croc,Czech Republic
INC0027642,Closed,True,9/5/2016 17:08,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 17:35,14/5/2016 18:07,Sapphire,BlueJay,Morocco
INC0016698,Resolved,True,7/4/2016 17:05,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:09,16/4/2016 14:10,Emerald,Croc,Ireland
INC0007358,Closed,False,15/3/2016 14:57,2 - Medium,2 - Medium,3 - Moderate,False,?,24/3/2016 19:01,Sapphire,Peacock,Malaysia
INC0007646,Active,True,16/3/2016 10:15,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 11:38,24/3/2016 19:01,Sapphire,BlueJay,Norway
INC0006253,New,True,12/3/2016 02:27,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 08:43,24/3/2016 19:00,Ruby,LadyBug,Czech Republic
INC0004363,Active,True,8/3/2016 14:43,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 12:18,24/3/2016 18:59,Ruby,Shrimp,Germany
INC0024205,Active,True,29/4/2016 13:12,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 12:00,10/5/2016 12:07,Emerald,Croc,Turkey
INC0003732,Active,True,7/3/2016 15:46,2 - Medium,2 - Medium,3 - Moderate,True,6/4/2016 13:31,11/4/2016 13:59,Emerald,Frog,Bolivia
INC0018246,Resolved,True,12/4/2016 14:48,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 14:51,17/4/2016 15:07,Sapphire,BlueJay,Sweden
INC0012584,Active,True,29/3/2016 14:03,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 12:02,4/4/2016 12:59,Emerald,Boa,Ukraine
INC0001431,New,True,2/3/2016 15:32,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 09:46,27/3/2016 09:59,Ruby,Shrimp,Vietnam
INC0001628,New,True,3/3/2016 07:39,2 - Medium,2 - Medium,3 - Moderate,True,3/3/2016 08:41,8/3/2016 09:00,Emerald,Croc,India
INC0026253,New,True,5/5/2016 10:10,2 - Medium,2 - Medium,3 - Moderate,False,20/9/2016 11:33,25/9/2016 12:00,Sapphire,BlueTang,Philippines
INC0005059,Closed,False,9/3/2016 16:37,2 - Medium,2 - Medium,3 - Moderate,True,21/3/2016 08:42,26/3/2016 08:59,Emerald,Turtle,Ecuador
INC0027000,Resolved,True,6/5/2016 16:47,2 - Medium,2 - Medium,3 - Moderate,False,25/5/2016 11:55,30/5/2016 12:07,Emerald,Croc,Italy
INC0020974,Awaiting User Info,True,19/4/2016 14:37,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 09:25,1/5/2016 10:07,Ruby,Shrimp,Argentina
INC0006175,New,True,11/3/2016 16:14,2 - Medium,2 - Medium,3 - Moderate,False,14/3/2016 13:34,24/3/2016 18:51,Emerald,Turtle,Hungary
INC0011688,Resolved,True,28/3/2016 08:52,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 10:02,10/4/2016 10:59,Sapphire,Peacock,Turkey
INC0019451,Closed,True,15/4/2016 08:23,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 09:49,24/4/2016 10:07,Ruby,Fox,Morocco
INC0005814,Active,True,11/3/2016 09:37,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 16:20,24/3/2016 19:00,Emerald,Frog,Colombia
INC0014729,Active,True,4/4/2016 09:56,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 14:22,17/4/2016 15:07,Sapphire,Glaucus,New Zealand
INC0019528,Active,True,15/4/2016 09:39,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 17:04,25/4/2016 17:07,Sapphire,BlueJay,Thailand
INC0005528,New,True,10/3/2016 15:24,2 - Medium,2 - Medium,3 - Moderate,True,12/4/2016 09:26,17/4/2016 10:07,Ruby,Fox,Switzerland
INC0012438,Resolved,True,29/3/2016 10:56,2 - Medium,2 - Medium,3 - Moderate,False,?,3/4/2016 11:59,Emerald,Croc,Poland
INC0007324,Active,True,15/3/2016 14:03,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 10:02,28/3/2016 10:59,Ruby,LadyBug,Australia
INC0010300,Active,True,23/3/2016 08:31,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 17:50,16/4/2016 18:07,Ruby,LadyBug,Egypt
INC0024883,Resolved,True,2/5/2016 12:00,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 18:23,7/5/2016 19:07,Emerald,Boa,Ukraine
INC0007531,New,True,16/3/2016 08:23,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 09:56,24/3/2016 19:01,Emerald,Boa,Romania
INC0014379,New,True,2/4/2016 08:48,2 - Medium,2 - Medium,3 - Moderate,False,2/4/2016 11:33,7/4/2016 11:59,Ruby,Fox,Romania
INC0028812,New,True,12/5/2016 13:17,2 - Medium,2 - Medium,3 - Moderate,False,17/5/2016 16:24,22/5/2016 17:07,Ruby,Ant,Turkey
INC0026928,Resolved,True,6/5/2016 14:42,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 14:48,11/5/2016 15:07,Emerald,Frog,Brazil
INC0027393,New,True,9/5/2016 10:43,2 - Medium,2 - Medium,3 - Moderate,False,30/8/2016 15:19,4/9/2016 16:00,Sapphire,Glaucus,Vietnam
INC0012776,Resolved,True,30/3/2016 06:22,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 06:23,4/4/2016 06:59,Sapphire,Glaucus,Switzerland
INC0017673,Closed,True,11/4/2016 13:34,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 13:44,16/4/2016 14:07,Ruby,Shrimp,Austria
INC0007568,New,True,16/3/2016 09:04,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 16:32,24/3/2016 19:01,Emerald,Croc,Hungary
INC0013576,New,True,31/3/2016 14:17,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 16:27,9/4/2016 16:59,Ruby,Ant,Ecuador
INC0014813,Awaiting Problem,True,4/4/2016 11:18,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 12:23,10/4/2016 12:59,Sapphire,BlueTang,Norway
INC0012937,Resolved,True,30/3/2016 10:12,2 - Medium,2 - Medium,3 - Moderate,False,27/6/2016 15:27,2/7/2016 16:00,Emerald,Boa,Peru
INC0004515,Closed,False,9/3/2016 00:28,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 09:53,24/3/2016 18:41,Sapphire,BlueTang,France
INC0007534,Active,True,16/3/2016 08:27,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 10:23,24/3/2016 19:01,Sapphire,Glaucus,Switzerland
INC0004932,Awaiting User Info,True,9/3/2016 14:06,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 04:19,24/3/2016 19:00,Emerald,Boa,Australia
INC0013197,Resolved,True,30/3/2016 15:57,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 14:12,13/4/2016 14:59,Ruby,Fox,Egypt
INC0013006,Resolved,True,30/3/2016 11:40,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 10:29,12/4/2016 10:59,Sapphire,BlueTang,Peru
INC0003731,Active,True,7/3/2016 15:46,1 - High,1 - High,1 - Critical,True,8/3/2016 15:28,13/3/2016 16:00,Ruby,LadyBug,Malaysia
INC0005752,Active,True,11/3/2016 08:46,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 15:59,28/3/2016 16:59,Emerald,Boa,Canada
INC0027418,Closed,True,9/5/2016 11:08,3 - Low,3 - Low,4 - Low,False,11/5/2016 14:51,16/5/2016 15:07,Ruby,Fox,China
INC0016036,Closed,True,6/4/2016 14:39,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 15:47,12/4/2016 15:59,Ruby,Fox,Croatia
INC0014618,Active,True,4/4/2016 08:51,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 10:06,9/4/2016 10:59,Ruby,Fox,United Kingdom
INC0013953,Awaiting User Info,True,1/4/2016 10:13,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 14:25,10/4/2016 14:59,Ruby,Fox,Indonesia
INC0000741,Awaiting User Info,True,1/3/2016 13:42,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 15:30,24/3/2016 18:50,Ruby,Shrimp,Thailand
INC0015037,Active,True,4/4/2016 16:05,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 11:13,17/4/2016 12:07,Sapphire,BlueTang,Ireland
INC0018621,Active,True,13/4/2016 11:40,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 09:33,3/5/2016 10:07,Sapphire,Glaucus,Morocco
INC0013065,Closed,True,30/3/2016 13:55,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 15:22,4/4/2016 15:59,Ruby,Fox,Mexico
INC0000896,Resolved,True,1/3/2016 19:04,2 - Medium,2 - Medium,3 - Moderate,True,2/3/2016 11:06,7/3/2016 12:00,Emerald,Frog,Denmark
INC0008352,Resolved,True,17/3/2016 14:04,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 12:01,27/3/2016 12:59,Sapphire,BlueJay,Malaysia
INC0005489,Active,True,10/3/2016 14:44,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 11:35,24/3/2016 19:00,Sapphire,BlueTang,Switzerland
INC0017822,Closed,True,11/4/2016 17:10,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 16:45,17/4/2016 17:07,Ruby,LadyBug,Spain
INC0009857,Closed,True,22/3/2016 09:55,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 17:08,28/3/2016 17:59,Emerald,Boa,Colombia
INC0003997,Active,True,8/3/2016 09:03,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 10:27,24/3/2016 18:59,Emerald,Croc,Ukraine
INC0004353,Resolved,True,8/3/2016 14:32,2 - Medium,2 - Medium,3 - Moderate,True,21/3/2016 15:21,26/3/2016 15:59,Ruby,LadyBug,New Zealand
INC0028222,Closed,True,11/5/2016 09:09,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 15:21,17/5/2016 16:07,Sapphire,Glaucus,Peru
INC0017095,Closed,True,8/4/2016 15:30,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 16:44,17/4/2016 17:07,Sapphire,BlueJay,India
INC0009493,Resolved,True,21/3/2016 13:33,2 - Medium,2 - Medium,3 - Moderate,False,21/4/2016 16:38,26/4/2016 17:07,Ruby,Fox,France
INC0018301,Resolved,True,12/4/2016 16:04,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 14:52,19/4/2016 15:07,Emerald,Frog,Bolivia
INC0027079,Active,True,6/5/2016 23:47,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 23:55,12/5/2016 00:07,Ruby,Shrimp,Spain
INC0002332,Active,True,4/3/2016 09:51,2 - Medium,2 - Medium,3 - Moderate,True,28/6/2016 10:31,3/7/2016 11:00,Sapphire,BlueJay,Romania
INC0010842,Active,True,24/3/2016 08:37,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 11:20,3/4/2016 11:59,Emerald,Turtle,Norway
INC0021896,Closed,True,23/4/2016 00:16,2 - Medium,2 - Medium,3 - Moderate,False,23/4/2016 00:29,28/4/2016 01:07,Sapphire,BlueTang,Czech Republic
INC0009900,Active,True,22/3/2016 10:31,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 12:51,16/4/2016 13:07,Sapphire,Peacock,Portugal
INC0014770,New,True,4/4/2016 10:44,2 - Medium,2 - Medium,3 - Moderate,False,29/4/2016 17:01,4/5/2016 17:07,Emerald,Croc,Croatia
INC0006611,New,True,14/3/2016 11:06,2 - Medium,2 - Medium,3 - Moderate,False,14/3/2016 11:18,24/3/2016 18:52,Ruby,Shrimp,Israel
INC0008451,Awaiting User Info,True,17/3/2016 16:38,2 - Medium,1 - High,2 - High,False,29/3/2016 15:49,3/4/2016 15:59,Sapphire,Peacock,Austria
INC0009911,New,True,22/3/2016 10:40,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 12:07,27/3/2016 12:59,Ruby,Ant,Switzerland
INC0021294,Closed,True,20/4/2016 11:39,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 14:05,25/4/2016 14:07,Ruby,Shrimp,Thailand
INC0003206,Awaiting User Info,True,7/3/2016 10:01,2 - Medium,2 - Medium,3 - Moderate,True,18/4/2016 10:24,23/4/2016 11:07,Sapphire,Peacock,Sweden
INC0007115,Resolved,True,15/3/2016 09:57,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 09:51,27/3/2016 09:59,Emerald,Boa,Spain
INC0012821,Closed,True,30/3/2016 08:25,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 09:45,4/4/2016 09:59,Ruby,Ant,Kenya
INC0000179,Closed,True,29/2/2016 10:46,2 - Medium,2 - Medium,3 - Moderate,True,2/3/2016 09:20,7/3/2016 10:00,Ruby,Shrimp,Nigeria
INC0002794,Awaiting User Info,True,5/3/2016 03:38,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 09:10,24/3/2016 18:59,Emerald,Croc,Australia
INC0003575,Active,True,7/3/2016 13:56,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 11:30,14/3/2016 12:00,Emerald,Frog,Belgium
INC0011529,Resolved,True,27/3/2016 00:11,2 - Medium,2 - Medium,3 - Moderate,False,27/3/2016 01:12,1/4/2016 01:59,Ruby,Ant,Egypt
INC0002886,New,True,6/3/2016 00:27,2 - Medium,2 - Medium,3 - Moderate,True,15/3/2016 16:08,24/3/2016 18:59,Emerald,Frog,Mexico
INC0026118,Resolved,True,5/5/2016 05:07,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 05:10,10/5/2016 06:07,Ruby,Fox,Portugal
INC0001769,Awaiting User Info,True,3/3/2016 10:40,2 - Medium,2 - Medium,3 - Moderate,True,14/3/2016 16:25,24/3/2016 18:50,Ruby,LadyBug,Sweden
INC0016421,Active,True,7/4/2016 10:12,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 10:26,12/4/2016 10:59,Emerald,Boa,China
INC0006566,New,True,14/3/2016 10:32,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 10:53,28/3/2016 10:59,Emerald,Croc,South Africa
INC0007225,Active,True,15/3/2016 11:28,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 13:56,28/3/2016 13:59,Sapphire,Glaucus,Spain
INC0020210,Awaiting User Info,True,18/4/2016 09:15,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 08:29,9/5/2016 09:07,Emerald,Croc,Egypt
INC0014165,Active,True,1/4/2016 14:34,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 21:04,12/4/2016 21:59,Sapphire,BlueTang,Sweden
INC0024138,Closed,True,29/4/2016 11:32,2 - Medium,2 - Medium,3 - Moderate,False,29/4/2016 11:33,4/5/2016 12:07,Emerald,Croc,Denmark
INC0008461,Awaiting User Info,True,17/3/2016 16:53,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 15:22,5/4/2016 15:59,Ruby,LadyBug,Vietnam
INC0020883,Closed,True,19/4/2016 12:11,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 12:25,24/4/2016 13:07,Emerald,Frog,Hungary
INC0029050,Closed,True,12/5/2016 23:46,2 - Medium,2 - Medium,3 - Moderate,False,16/5/2016 14:22,21/5/2016 15:07,Emerald,Croc,Mexico
INC0019870,Closed,True,15/4/2016 15:06,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 15:12,20/4/2016 16:07,Ruby,Fox,Indonesia
INC0009173,Active,True,21/3/2016 07:24,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 07:51,26/3/2016 07:59,Ruby,LadyBug,Morocco
INC0001508,Closed,False,2/3/2016 16:48,2 - Medium,2 - Medium,3 - Moderate,False,19/5/2016 10:15,24/5/2016 11:07,Sapphire,Glaucus,Malaysia
INC0016427,Active,True,7/4/2016 10:17,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 10:26,12/4/2016 10:59,Emerald,Croc,Netherlands
INC0023008,Resolved,True,27/4/2016 08:36,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 14:27,3/5/2016 15:07,Sapphire,BlueTang,New Zealand
INC0024897,Active,True,2/5/2016 12:15,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 18:47,3/5/2016 18:47,Sapphire,Glaucus,Peru
INC0000480,New,True,1/3/2016 02:56,2 - Medium,2 - Medium,3 - Moderate,True,1/3/2016 09:39,6/3/2016 10:00,Emerald,Turtle,South Africa
INC0022434,Resolved,True,25/4/2016 15:11,2 - Medium,2 - Medium,3 - Moderate,False,?,30/4/2016 16:07,Sapphire,Glaucus,Sweden
INC0028521,Active,True,11/5/2016 15:52,2 - Medium,1 - High,2 - High,False,13/5/2016 13:38,13/5/2016 13:38,Ruby,LadyBug,South Korea
INC0007347,Closed,True,15/3/2016 14:32,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 08:40,17/3/2016 08:41,Sapphire,Peacock,Peru
INC0017420,Resolved,True,11/4/2016 09:09,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 11:39,25/4/2016 12:07,Emerald,Turtle,Germany
INC0004589,Resolved,True,9/3/2016 07:58,2 - Medium,2 - Medium,3 - Moderate,True,1/4/2016 14:56,6/4/2016 14:59,Emerald,Frog,Hungary
INC0008977,Active,True,18/3/2016 19:38,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 21:22,24/3/2016 19:02,Ruby,Fox,Indonesia
INC0012845,Active,True,30/3/2016 08:45,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:56,16/4/2016 15:07,Sapphire,Peacock,New Zealand
INC0012548,New,True,29/3/2016 13:14,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 10:20,23/4/2016 11:07,Ruby,Shrimp,Croatia
INC0004412,Active,True,8/3/2016 15:46,2 - Medium,2 - Medium,3 - Moderate,True,21/3/2016 14:04,26/3/2016 14:59,Sapphire,Glaucus,Denmark
INC0010928,Awaiting User Info,True,24/3/2016 10:06,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:39,16/4/2016 15:07,Sapphire,Peacock,Poland
INC0003219,Closed,False,7/3/2016 10:12,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 10:34,24/3/2016 18:40,Ruby,Shrimp,Greece
INC0028502,New,True,11/5/2016 15:16,2 - Medium,2 - Medium,3 - Moderate,False,24/5/2016 11:42,29/5/2016 12:07,Sapphire,BlueTang,Colombia
INC0027467,New,True,9/5/2016 12:32,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 14:43,15/5/2016 15:07,Sapphire,BlueTang,Chile
INC0015401,Resolved,True,5/4/2016 10:43,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 17:53,13/4/2016 17:59,Emerald,Frog,Vietnam
INC0017712,Closed,False,11/4/2016 14:25,2 - Medium,2 - Medium,3 - Moderate,False,30/6/2016 12:30,5/7/2016 13:00,Sapphire,Glaucus,Peru
INC0014649,Resolved,True,4/4/2016 09:04,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 09:36,6/4/2016 13:52,Ruby,Ant,Bolivia
INC0005457,Resolved,True,10/3/2016 14:06,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 11:51,24/3/2016 19:00,Sapphire,BlueJay,Colombia
INC0011448,Active,True,26/3/2016 08:12,2 - Medium,2 - Medium,3 - Moderate,False,26/3/2016 08:26,31/3/2016 08:59,Ruby,Fox,Sweden
INC0017286,Closed,True,10/4/2016 08:35,2 - Medium,2 - Medium,3 - Moderate,False,10/4/2016 08:43,15/4/2016 08:59,Ruby,Shrimp,United Arab Emirates
INC0003674,Active,True,7/3/2016 15:01,2 - Medium,1 - High,2 - High,True,11/3/2016 12:10,24/3/2016 18:50,Sapphire,BlueJay,China
INC0010536,Resolved,True,23/3/2016 12:54,3 - Low,3 - Low,4 - Low,False,?,28/3/2016 13:59,Emerald,Frog,Saudi Arabia
INC0020376,Awaiting User Info,True,18/4/2016 12:00,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 09:18,25/4/2016 10:07,Ruby,LadyBug,Indonesia
INC0016417,Awaiting User Info,True,7/4/2016 10:07,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 11:36,23/4/2016 12:07,Emerald,Frog,Saudi Arabia
INC0019831,New,True,15/4/2016 14:28,2 - Medium,2 - Medium,3 - Moderate,False,28/6/2016 11:53,3/7/2016 12:00,Sapphire,Glaucus,Greece
INC0025735,Active,True,4/5/2016 09:50,2 - Medium,2 - Medium,3 - Moderate,False,11/5/2016 09:47,16/5/2016 10:07,Sapphire,BlueJay,Netherlands
INC0020885,Closed,True,19/4/2016 12:13,2 - Medium,2 - Medium,3 - Moderate,False,?,24/4/2016 13:07,Ruby,Fox,United Arab Emirates
INC0022470,Resolved,True,25/4/2016 15:56,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 23:09,30/4/2016 23:10,Sapphire,Peacock,Switzerland
INC0021530,New,True,20/4/2016 16:13,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 09:32,1/5/2016 10:07,Ruby,Ant,Vietnam
INC0022563,Resolved,True,26/4/2016 06:16,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 06:20,1/5/2016 07:07,Emerald,Boa,Colombia
INC0002028,Active,True,3/3/2016 15:23,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 08:36,24/3/2016 18:40,Emerald,Turtle,Hungary
INC0008328,Active,True,17/3/2016 13:25,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 12:23,29/3/2016 12:59,Ruby,Shrimp,South Africa
INC0020749,Resolved,True,19/4/2016 09:01,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 12:03,30/4/2016 12:07,Ruby,Shrimp,China
INC0010658,Resolved,True,23/3/2016 15:32,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 13:20,29/3/2016 13:59,Sapphire,Glaucus,Pakistan
INC0007484,Active,True,15/3/2016 21:50,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 10:01,25/4/2016 10:07,Ruby,Ant,Turkey
INC0004234,Awaiting User Info,True,8/3/2016 12:02,2 - Medium,2 - Medium,3 - Moderate,True,14/4/2016 11:14,19/4/2016 12:07,Emerald,Frog,Israel
INC0009451,New,True,21/3/2016 12:22,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 17:17,26/3/2016 17:59,Emerald,Turtle,Colombia
INC0026216,New,True,5/5/2016 09:33,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 09:37,10/5/2016 10:07,Sapphire,BlueTang,India
INC0015199,Resolved,True,5/4/2016 07:30,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 07:37,10/4/2016 07:59,Emerald,Frog,Romania
INC0009834,New,True,22/3/2016 09:23,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 15:09,6/4/2016 15:59,Emerald,Croc,Hungary
INC0011712,Active,True,28/3/2016 09:10,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 15:31,9/4/2016 15:59,Emerald,Frog,Switzerland
INC0020986,New,True,19/4/2016 14:51,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 11:19,25/4/2016 12:07,Emerald,Boa,United States
INC0006354,Active,True,14/3/2016 01:15,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 09:29,24/3/2016 19:00,Sapphire,BlueTang,Denmark
INC0011795,Active,True,28/3/2016 10:11,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 17:13,9/4/2016 17:59,Sapphire,Glaucus,Indonesia
INC0019514,New,True,15/4/2016 09:32,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 14:52,20/4/2016 15:07,Emerald,Boa,India
INC0003189,New,True,7/3/2016 09:43,2 - Medium,2 - Medium,3 - Moderate,True,11/3/2016 09:58,24/3/2016 18:50,Sapphire,BlueTang,Finland
